1.5000e+02 1.0000e+00 4.1036e-11 -3.4418e-11 6.8451e-11 2.8235e+01 -3.9255e+01 6.0294e+01
1.5000e+02 2.0000e+00 9.4804e-11 -8.9354e-11 2.1146e-10 -3.2630e+01 7.9681e+01 6.5335e+01
1.5000e+02 3.0000e+00 9.7615e-11 4.9075e-12 2.9485e-10 -1.0519e+02 5.5718e+01 2.8133e+01
1.5000e+02 4.0000e+00 7.7863e-11 5.1771e-11 3.0620e-10 -2.8328e+01 -2.0837e+01 -3.8773e+01
1.5000e+02 5.0000e+00 5.0483e-11 6.1157e-11 2.2217e-10 -3.0970e+01 -2.4183e+01 -1.3167e+02
1.5000e+02 6.0000e+00 5.4385e-11 3.5334e-11 1.2711e-10 1.6660e+01 -2.3092e+01 -8.6655e+01
1.5000e+02 7.0000e+00 8.0377e-11 6.8480e-11 1.4895e-10 8.8449e+01 2.9287e+01 1.2280e+02
1.5000e+02 7.0000e+00 1.0107e-10 2.3684e-10 -4.9561e-11 -8.9137e+01 5.1098e+00 -1.2860e+01
1.5000e+02 7.0000e+00 -1.1129e-10 4.9125e-10 3.3081e-10 3.3273e+01 -2.1021e+00 -1.2329e+02
1.5000e+02 7.0000e+00 -2.0633e-10 -2.1512e-10 -6.5212e-10 4.5956e+01 -1.1186e+01 5.0300e+01
1.5000e+02 7.0000e+00 -1.4799e-10 -2.8819e-10 -9.0348e-11 -9.0712e+01 -2.7421e+01 3.3219e+01
1.5000e+02 7.0000e+00 2.0382e-10 -1.5212e-10 2.1177e-10 2.5161e+00 3.7254e+01 -1.1075e+01
1.5000e+02 7.0000e+00 -8.5685e-11 -6.5234e-11 -4.8079e-10 -1.8465e+02 9.0529e+01 1.4275e+02
1.5000e+02 7.0000e+00 1.8453e-10 -8.5218e-11 -4.4087e-10 -8.0387e+01 5.7489e+00 -4.6044e+01
1.5000e+02 7.0000e+00 -1.5857e-10 -1.2193e-10 4.7586e-10 -5.7309e+01 -3.4841e+01 -7.9507e+01
1.5000e+02 7.0000e+00 4.7622e-10 1.8937e-10 1.5902e-10 -7.3304e+01 4.6349e+01 -1.0310e+02
1.5000e+02 7.0000e+00 2.1127e-10 6.3344e-11 -2.1565e-10 -3.2451e+01 -1.1099e+01 2.7749e+00
1.5000e+02 7.0000e+00 3.1042e-10 2.7148e-11 2.9588e-11 -8.5121e+01 -1.1464e+02 -1.2201e+02
1.5000e+02 7.0000e+00 -1.4664e-10 4.1083e-11 2.7173e-10 6.2356e+01 1.4028e+00 3.3220e+01
1.5000e+02 7.0000e+00 6.4438e-11 -2.6572e-10 4.1493e-10 2.4562e+01 -5.5764e-01 -1.3957e+01
1.5000e+02 7.0000e+00 -1.3083e-10 1.5080e-10 5.1302e-10 -9.8074e+01 -1.6533e+01 -6.2680e+00
1.5000e+02 7.0000e+00 2.8044e-10 1.0691e-10 3.1568e-10 9.7580e+01 2.0712e+01 1.2266e+02
1.5000e+02 7.0000e+00 -3.2018e-10 -1.5547e-10 2.2401e-10 5.5506e+01 -4.4447e+01 -1.0218e+02
1.5000e+02 7.0000e+00 1.4892e-10 4.8236e-10 3.3315e-10 2.6883e+01 -8.6288e-01 -1.1001e+02
1.5000e+02 7.0000e+00 2.4029e-10 3.0847e-10 1.5675e-10 -6.1249e+00 -1.2772e+02 -3.6689e+01
1.5000e+02 7.0000e+00 1.1479e-11 -1.8624e-10 -2.7126e-10 -7.1981e+01 -1.0376e+02 2.7989e+01
1.5000e+02 7.0000e+00 -2.5691e-10 2.7521e-10 3.1449e-10 9.4147e+01 1.5716e+01 -7.9851e+01
1.5000e+02 7.0000e+00 4.2107e-10 -3.9617e-11 -3.2382e-10 -7.5949e+01 -7.3261e+01 6.3481e+01
1.5000e+02 7.0000e+00 -3.9847e-10 -2.2056e-10 4.6212e-10 -4.2072e+01 -1.2820e+02 -7.9938e+01
1.5000e+02 7.0000e+00 -4.8223e-11 5.6946e-11 -1.7320e-10 4.1205e+01 1.0419e+02 -1.1298e+02
1.5000e+02 7.0000e+00 3.0129e-10 1.5923e-10 -4.4938e-10 2.4618e+01 4.1592e+01 1.1517e+02
1.5000e+02 7.0000e+00 -3.5202e-10 -6.5650e-11 -4.8211e-10 -4.9005e+01 4.1374e+01 -5.3698e+01
1.5000e+02 7.0000e+00 9.9795e-11 -3.7403e-10 -9.8833e-11 2.5730e+01 8.2570e+01 7.3796e+01
1.5000e+02 7.0000e+00 2.9852e-10 -1.2006e-10 4.5222e-10 1.0339e+02 5.8855e+01 -1.4871e+02
1.5000e+02 7.0000e+00 7.3091e-11 -1.2244e-10 -2.4362e-11 -8.8985e+01 4.0842e+01 6.8498e+01
1.5000e+02 7.0000e+00 -3.0031e-10 1.5800e-10 -1.1631e-10 4.5403e+01 -2.0646e+01 -1.0579e+00
1.5000e+02 7.0000e+00 -1.2931e-10 2.1594e-10 7.2710e-11 8.0426e+01 -3.5115e+01 3.3135e+01
1.5000e+02 7.0000e+00 4.5415e-10 -6.5222e-11 2.2853e-10 1.5869e+01 -4.5346e+01 -1.3691e+02
1.5000e+02 7.0000e+00 -1.8382e-10 -4.2647e-11 2.2816e-11 1.5597e+02 1.1427e+01 6.3307e+00
1.5000e+02 7.0000e+00 -3.6479e-10 4.3199e-11 4.1195e-10 -1.3009e+02 -8.6761e+01 -2.4418e+02
1.5000e+02 7.0000e+00 -2.6465e-10 -8.6987e-11 -2.2783e-10 2.5567e+01 1.5692e+02 -8.5052e+01
1.5000e+02 7.0000e+00 1.4519e-11 4.3593e-10 1.0654e-10 1.1066e+01 -1.2259e+02 -8.0051e+01
1.5000e+02 7.0000e+00 -5.4597e-11 -1.9114e-10 1.9494e-10 -2.9775e+01 4.2552e+00 7.8827e+01
1.5000e+02 7.0000e+00 -2.2160e-10 -2.8043e-10 -3.9610e-10 -3.0817e+01 -9.5302e+01 1.2483e+02
1.5000e+02 7.0000e+00 -2.1773e-10 1.3052e-10 -3.6653e-10 1.8429e+01 1.4031e+02 -8.6853e+01
1.5000e+02 7.0000e+00 1.8581e-10 3.2033e-10 -2.7900e-10 1.8354e+01 -2.0510e+01 6.6167e+01
1.5000e+02 7.0000e+00 2.1004e-10 -3.4362e-10 -3.4273e-10 7.1324e+01 1.5080e+02 1.1657e+02
1.5000e+02 7.0000e+00 4.1176e-11 1.4913e-10 -4.0731e-10 1.8977e+01 -4.1057e+01 -1.6273e+02
1.5000e+02 7.0000e+00 -1.9435e-10 -3.5050e-10 3.5379e-10 4.3102e+01 -1.0449e+02 6.0382e+01
1.5000e+02 7.0000e+00 1.6140e-11 -3.0413e-10 -5.2017e-10 5.0351e+01 9.3222e+01 1.6131e+02
1.5000e+02 7.0000e+00 6.7939e-11 -2.7513e-12 4.1533e-10 3.6652e+01 -1.3491e+01 7.8910e+01
1.5000e+02 7.0000e+00 -3.9658e-11 -4.4783e-10 -3.0841e-10 1.0758e+01 5.7559e+00 1.2964e+02
1.5000e+02 7.0000e+00 1.2762e-11 2.5782e-10 3.1376e-10 4.9145e+01 -7.8182e+01 1.5114e+02
1.5000e+02 7.0000e+00 -9.1917e-11 3.0838e-10 -2.1666e-10 -4.6796e+01 8.2079e+01 9.8896e+00
1.5000e+02 7.0000e+00 2.8747e-10 -1.8438e-10 -1.4953e-10 -3.8205e+01 8.7797e+01 2.0386e+02
1.5000e+02 7.0000e+00 -3.7118e-10 1.0053e-10 1.4841e-10 2.3396e+01 6.0228e+00 -3.8663e+01
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
