7.7358e-02 -3.0664e-03 1.0560e-01 7.4315e+00 -4.5969e+01 -5.3230e+01 0.0000e+00
2.8055e-01 8.2952e-01 -7.3079e-01 -1.6888e+02 -1.1809e+01 -1.8450e+02 2.5041e+02
1.2067e-01 1.5687e+00 1.6908e+00 -1.5817e+01 1.3557e+02 -2.1238e+01 1.3813e+02
-1.4203e+00 -1.1741e+00 -1.6885e+00 2.5356e+01 -8.0634e+01 -1.4736e+02 1.6988e+02
-1.5940e-01 -1.8836e+00 -6.7072e-02 2.3738e+01 -2.5487e+01 4.5421e+01 5.7237e+01
6.7393e-01 -8.8912e-01 8.1062e-01 1.3340e+01 4.9867e+01 -3.7979e+01 6.4086e+01
-8.8563e-01 -3.4266e-01 -7.6030e-01 3.7210e+01 8.1721e+01 -3.2237e+01 9.5405e+01
8.4991e-01 -2.4125e-01 -1.2669e+00 -4.0199e+01 9.5142e+01 4.6849e+01 1.1341e+02
-1.0348e+00 -4.5118e-01 1.8511e+00 -1.0904e+01 -1.4332e+02 -8.6812e+00 1.4399e+02
1.9813e+00 6.8647e-01 1.7169e+00 1.3091e+02 -3.5344e+01 -1.5188e+01 1.3645e+02
1.5195e+00 3.4195e-01 -7.6045e-01 -8.7714e+01 -2.2556e+00 2.4542e+00 8.7778e+01
1.0643e+00 7.6131e-01 8.6232e-01 2.2080e+01 -5.5019e+01 -8.9595e+01 1.0743e+02
-1.0003e+00 7.6284e-01 7.0750e-01 1.7640e+02 5.8322e+00 -5.5303e+01 1.8495e+02
2.9047e-01 -1.2518e+00 1.9140e+00 -2.0257e+00 3.6119e+01 9.9636e+01 1.0600e+02
-8.6710e-01 1.7038e+00 1.4624e+00 2.3120e+01 -3.6534e+01 6.4074e+01 7.7297e+01
9.8264e-01 -8.2107e-02 1.4740e+00 -1.1354e+02 -8.0704e+01 1.1216e+02 1.7884e+02
-1.1371e+00 -1.2348e+00 1.0083e+00 2.5765e+01 -1.2758e+01 -3.8830e+01 4.8315e+01
1.2171e+00 1.8853e+00 1.5095e+00 -1.0223e+02 2.3316e+01 1.3026e+01 1.0566e+02
1.7891e+00 1.1474e+00 4.5972e-02 1.4084e+02 -6.4920e+01 5.3124e+00 1.5517e+02
-1.0152e-01 -1.1311e+00 -1.1856e+00 -3.5406e+01 -7.4503e+01 1.6604e+02 1.8540e+02
-1.6281e+00 1.5665e+00 6.6630e-01 1.1166e+02 3.5398e+00 -9.4630e+01 1.4641e+02
1.9032e+00 -2.6098e-01 -1.6139e+00 1.5353e+01 5.4495e+01 -5.2324e+01 7.7092e+01
-1.6917e+00 -1.6716e+00 1.9444e+00 -1.2203e+02 1.4189e+02 -1.0028e+02 2.1232e+02
-7.5915e-01 9.6126e-01 -1.2623e+00 7.8014e+01 -5.8789e+01 -1.5753e+01 9.8947e+01
1.4121e+00 1.4857e+00 -1.5259e+00 6.7993e+01 -8.9274e+01 -2.2074e+01 1.1437e+02
-1.6265e+00 -8.7405e-02 -1.6453e+00 -1.7788e+01 9.6788e+01 1.0701e+02 1.4538e+02
1.2722e+00 -1.3907e+00 -1.0011e+00 8.3017e+00 -9.9170e+01 1.0349e+02 1.4358e+02
1.5056e+00 -1.3130e+00 1.4193e+00 -2.4911e+01 2.7436e+01 -1.5948e+02 1.6372e+02
1.1974e+00 -1.5493e+00 1.3823e-01 -1.0463e+01 4.8708e+01 -2.9123e+01 5.7707e+01
-9.1492e-01 1.6130e+00 -5.1234e-01 3.9922e+01 1.0911e+02 1.5792e+02 1.9605e+02
-1.6952e+00 8.5648e-01 -2.3673e-01 -5.5392e+01 -1.3819e+02 -1.8720e+02 2.3919e+02
1.7592e+00 -3.0648e-01 5.8290e-01 -2.6090e+01 -1.3393e+02 4.0984e+01 1.4247e+02
-1.5858e+00 -5.4853e-01 6.8022e-02 -1.8122e+02 8.4966e+01 2.4173e+01 2.0161e+02
-1.3431e+00 6.6286e-01 1.9425e+00 -1.3288e+02 1.2404e+01 7.0177e+01 1.5078e+02
-5.0598e-01 2.0799e-02 -1.6502e+00 3.4744e+01 -7.5456e-01 6.6921e+01 7.5406e+01
-3.5663e-01 1.9065e+00 6.0015e-01 3.5841e+01 -3.4394e+01 2.4332e+01 5.5313e+01
-2.0683e-01 -4.7970e-01 1.0840e+00 -1.0928e+02 6.0309e+01 -1.0203e+02 1.6122e+02
-1.2866e+00 -1.5304e+00 -7.3183e-01 -1.8963e+01 -1.0802e+02 9.4225e+01 1.4459e+02
-1.8469e+00 1.2965e+00 -1.8202e+00 -8.0615e+00 -9.6616e+01 4.5272e+01 1.0700e+02
9.8416e-01 1.8834e+00 -6.8262e-01 -3.7765e+01 5.8879e+01 9.8575e+00 7.0641e+01
1.9120e+00 -1.9108e+00 -1.7661e+00 -1.3797e+01 -1.2541e+01 -1.5104e+02 1.5219e+02
6.4374e-01 7.4794e-01 -1.8306e+00 1.8980e+01 6.6045e+01 -7.8932e+01 1.0465e+02
-1.7323e-01 -1.8393e+00 1.2083e+00 5.0398e+01 9.1846e+01 8.2521e+01 1.3336e+02
-5.8862e-01 -1.8120e+00 -1.8223e+00 1.0190e+02 7.6500e+01 -2.6601e+01 1.3017e+02
-1.1435e-02 1.8774e-01 2.0260e+00 1.9464e+02 9.0302e-01 -3.6594e+01 1.9806e+02
5.8612e-01 -1.9242e+00 -1.5263e+00 1.2455e+02 -5.1266e+01 8.1660e+01 1.5751e+02
3.9741e-01 1.3064e+00 2.0628e-01 -7.1584e+01 1.0655e+02 1.2940e+02 1.8227e+02
-1.6806e-01 1.8850e+00 -1.4356e+00 -5.2834e+01 5.8406e+01 8.5934e+01 1.1656e+02
4.2348e-01 -1.0009e+00 -3.3204e-01 -8.6293e-01 5.3817e+01 5.3835e+00 5.4092e+01
-1.8486e+00 2.4268e-01 8.0944e-01 -4.7838e+01 -8.7960e+01 5.5973e+01 1.1471e+02
