1.0226e-10 7.3696e-11 1.8257e-10 1.0821e+02 -1.0042e+02 1.2769e+02
1.0955e-10 2.0875e-10 -4.7788e-11 1.4539e+01 5.9824e+00 8.5159e+01
-1.2117e-10 4.8510e-10 2.7438e-10 -2.4925e+01 -1.4683e+02 -1.6779e+02
-2.0688e-10 -2.5299e-10 -6.0614e-10 -3.5683e+01 -1.1286e+02 -4.0427e+01
-1.5456e-10 -2.7153e-10 -9.2091e-11 -7.7521e+01 6.1865e+01 5.0451e+01
2.1177e-10 -1.7070e-10 1.6047e-10 -5.0626e+01 -6.1703e-01 -1.1887e+02
-1.1369e-10 -5.5064e-11 -4.5638e-10 3.9404e+01 -1.0100e+02 4.4495e+01
1.6412e-10 -8.1335e-11 -4.6360e-10 1.9302e+01 -5.6638e+01 1.2750e+02
-1.6022e-10 -1.3706e-10 4.6921e-10 -1.3510e+01 3.3894e+01 -2.0983e+01
5.0165e-10 1.8071e-10 1.9323e-10 -1.1546e+02 3.5089e+01 -4.0546e+00
2.0304e-10 4.5930e-11 -2.3482e-10 -6.6842e+01 4.8176e+00 1.3893e+00
3.2197e-10 6.8292e-11 3.1780e-11 -5.1154e+01 2.9164e+01 -1.6964e+01
-1.4408e-10 2.5661e-11 2.6475e-10 4.3692e+01 -1.5524e+01 3.7409e+01
5.6286e-11 -2.5460e-10 3.7211e-10 -5.3938e+01 9.2501e+01 -3.8766e+01
-1.4783e-10 1.2781e-10 5.0885e-10 6.9910e+01 -9.3850e+01 4.5267e+01
3.0779e-10 9.5561e-11 3.3907e-10 1.0060e+02 4.8916e+01 1.9488e+02
-3.2752e-10 -1.5785e-10 1.9875e-10 -1.6295e+00 -6.4106e+01 -6.7752e+01
1.3928e-10 4.7647e-10 3.1745e-10 -8.2948e+01 3.0931e+00 -6.2416e+01
2.5851e-10 2.9019e-10 1.7568e-10 -3.3685e+01 -4.6248e+01 1.3510e+02
1.7420e-11 -1.6649e-10 -2.5930e-10 -3.3171e+01 -1.2466e+01 1.5379e+02
-2.6798e-10 2.6347e-10 3.1419e-10 1.0469e+01 -7.6981e+01 1.9782e+02
3.9316e-10 -9.9884e-11 -3.3720e-10 7.4920e+01 -5.7963e+01 1.0489e+02
-4.0202e-10 -2.3285e-10 4.3631e-10 -8.7454e+00 1.0701e+01 -2.3250e+01
-7.4249e-11 7.4971e-11 -2.0207e-10 1.1226e+02 6.0356e+01 -1.0588e+02
3.0475e-10 1.3909e-10 -4.5755e-10 -7.4121e+01 6.3842e+01 -1.0222e+02
-3.6981e-10 -8.5774e-11 -4.8058e-10 4.4482e+01 -1.4249e+02 -6.3612e+01
1.0771e-10 -3.1919e-10 -3.9428e-11 -1.3670e+00 4.2109e+01 -2.8057e+02
3.0246e-10 -1.5810e-10 4.0220e-10 -1.1616e+01 -8.5437e+01 -2.0333e+02
7.1769e-11 -5.8201e-11 -3.2460e-11 -9.3251e+01 5.2628e+01 2.1383e+01
-3.0502e-10 1.8037e-10 -1.0691e-10 8.8931e+01 3.0567e+01 1.9184e+01
-1.2485e-10 2.1949e-10 8.3628e-11 1.3008e+01 6.4858e+01 7.5082e+01
4.5511e-10 -7.8883e-11 2.0192e-10 -2.7553e+01 2.5819e+01 2.5481e+01
-1.9310e-10 -3.0582e-11 8.1715e-12 -2.6867e+01 9.3242e+01 -1.1183e+02
-3.6930e-10 2.3203e-11 4.0351e-10 1.8878e+01 -8.3808e-01 -8.1597e+01
-2.9679e-10 -6.7591e-11 -2.3368e-10 1.5146e+00 1.1037e+02 -4.4413e+01
4.2365e-11 4.2690e-10 7.9086e-11 5.4005e+01 4.2019e+01 -1.7722e+02
-5.6396e-11 -2.1021e-10 1.4399e-10 -7.7942e+01 1.5530e+02 8.0273e+01
-2.1147e-10 -2.8904e-10 -3.5207e-10 -7.9478e+01 6.2366e+01 6.4334e+01
-2.4946e-10 1.6121e-10 -3.7091e-10 -5.8145e+01 -2.8760e+01 -7.1771e+01
1.9825e-10 3.0224e-10 -2.7742e-10 4.1910e+01 1.6447e+01 -1.6953e+01
2.3696e-10 -3.0375e-10 -2.8825e-10 3.8968e+01 -8.7545e+00 3.7781e+00
3.4082e-11 1.6146e-10 -4.2305e-10 6.5804e+01 -3.0633e+01 -1.3222e+02
-1.8954e-10 -3.5004e-10 3.1795e-10 1.3364e+01 8.2703e+01 2.2334e+00
2.2828e-11 -3.0411e-10 -4.8163e-10 -4.4882e+01 -3.8906e+01 4.9454e+01
7.2397e-11 1.0689e-13 4.3119e-10 8.7186e+01 -6.9073e+01 8.4101e+01
-5.1508e-12 -4.3005e-10 -2.5141e-10 4.3141e+01 1.5352e+01 -1.3641e+01
-3.1496e-12 2.5963e-10 3.2256e-10 2.7877e+01 -8.8165e+01 1.5127e+01
-8.3263e-11 3.3301e-10 -1.8727e-10 -3.2251e+00 -1.5450e+00 1.2867e+02
3.1628e-10 -1.5627e-10 -9.3427e-11 -4.3516e+01 1.4304e+02 1.1236e+01
-3.7427e-10 9.8822e-11 1.4240e-10 5.9425e+01 -6.9345e+00 8.0340e+01
